"Function","Agency","Fund Type","FP Category","Fund","Subfund","Subfund Name","2025-26  Estimates","2024-25  Estimates","2023-24  Actuals","2022-23  Actuals","2021-22  Actuals","2020-21  Actuals","2019-20  Actuals","2018-19  Actuals","2017-18  Actuals","2016-17  Actuals","2015-16  Actuals","2014-15  Actuals","2013-14  Actuals","2012-13  Actuals","2011-12  Actuals","2010-11  Actuals","2009-10  Actuals","2008-09  Actuals","2007-08  Actuals","2006-07  Actuals","2005-06  Actuals","2004-05  Actuals","2003-04  Actuals","2002-03  Actuals","2001-02  Actuals","2000-01  Actuals","1999-00  Actuals","1998-99  Actuals","1997-98  Actuals","1996-97  Actuals","1995-96  Actuals","1994-95  Actuals"
"Economic Development and Government Oversight","Financial Services, Department of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","22255","Pharm Ben Mgr R","55000.0","0.0","1529000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Financial Services, Department of","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","22262","Virt Currency","34000.0","0.0","3629000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Financial Services, Department of","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","22262","Virt Currency","3000.0","0.0","148000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Financial Services, Department of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","22262","Virt Currency","0.0","0.0","153000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Financial Services, Department of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","22262","Virt Currency","55000.0","0.0","5622000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Harlem Urban Development Corporation","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","30000","Capital Project","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","799000.0"
"Economic Development and Government Oversight","Harlem Urban Development Corporation","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","30000","Capital Project","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","500000.0","0.0"
"Economic Development and Government Oversight","Harlem Urban Development Corporation","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","697000.0","1001000.0"
"Economic Development and Government Oversight","Harlem Urban Development Corporation","General Fund","Personal Service","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2144000.0"
"Economic Development and Government Oversight","High Technology and Development Program","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","300CC","CPF - Auth Bond","0.0","0.0","6182000.0","5700000.0","5100000.0","6043000.0","2712000.0","6989000.0","3822000.0","0.0","274000.0","1712000.0","-4580000.0","4265000.0","13937000.0","31954000.0","3807000.0","7560000.0","2780000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","High Technology and Development Program","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","300CC","CPF - Auth Bond","3500000.0","3500000.0","0.0","0.0","0.0","0.0","0.0","0.0","10000.0","17000.0","28000.0","24000.0","21000.0","14000.0","821000.0","2251000.0","18436000.0","28898000.0","42251000.0","15459000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","General Fund","Assistance and Grants","Local Assistance Account","10000","Local Assistnce","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11145000.0","68598000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","General Fund","General State Charges","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37000000.0","15000000.0","15000000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11767000.0","85400000.0","63651000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","General Fund","Personal Service","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","138000.0","528000.0","699000.0","754000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Federal","Non-Personal Service","Federal Health and Human Services Fund","25100","Federal HHS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","102000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Assistance and Grants","Miscellaneous State Special Revenue","21994","Insurance Dept","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","216101000.0","374224000.0","10203000.0","932000.0","1217000.0","769000.0","7488000.0","2396000.0","1265000.0","421000.0","588000.0","715000.0","1204000.0","270000.0","183000.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","21994","Insurance Dept","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44165000.0","46048000.0","35520000.0","43662000.0","37679000.0","37565000.0","32010000.0","29673000.0","22332000.0","15925000.0","17805000.0","17811000.0","14343000.0","15805000.0","15968000.0","13998000.0","13663000.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","21994","Insurance Dept","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3236000.0","4794000.0","4059000.0","3626000.0","3270000.0","3583000.0","2649000.0","2975000.0","2558000.0","0.0","2322000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","21994","Insurance Dept","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42657000.0","46445000.0","53255000.0","46243000.0","53721000.0","37936000.0","32644000.0","27220000.0","28687000.0","26639000.0","23368000.0","22816000.0","22830000.0","24863000.0","21188000.0","16939000.0","18128000.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","21994","Insurance Dept","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","103431000.0","105533000.0","103532000.0","90840000.0","87382000.0","81854000.0","78874000.0","73322000.0","67683000.0","63695000.0","58868000.0","54483000.0","53164000.0","49795000.0","47958000.0","44995000.0","46114000.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","219AK","Ins Voucher Pro","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41000.0","16000.0","46000.0","40000.0","20000.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","219AK","Ins Voucher Pro","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5000.0","0.0","6000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","219AK","Ins Voucher Pro","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7000.0","4000.0","20000.0","52000.0","3000.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Insurance Department","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","219AK","Ins Voucher Pro","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50000.0","142000.0","132000.0","156000.0","81000.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Jacob Javits Convention Center","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","58657000.0","37351000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Lake Ontario Resiliency/Economic Development","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","300CC","CPF - Auth Bond","0.0","0.0","8184000.0","24874000.0","32120000.0","7399000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Lake Ontario Resiliency/Economic Development","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","300CC","CPF - Auth Bond","10250000.0","10250000.0","0.0","1175000.0","10376000.0","2209000.0","285000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Long Island Power Authority","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6650000.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","30000","Capital Project","3300000.0","3300000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10617000.0","2317000.0","2317000.0","6200000.0","3808000.0","3200000.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","300CC","CPF - Auth Bond","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2525000.0","2825000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","300CC","CPF - Auth Bond","170000000.0","60000000.0","64629000.0","82953000.0","129268000.0","78988000.0","85150000.0","42700000.0","38000000.0","7500000.0","7500000.0","6900000.0","0.0","0.0","0.0","0.0","0.0","100000.0","50000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","General Fund","Assistance and Grants","Local Assistance Account","10000","Local Assistnce","40000000.0","0.0","0.0","0.0","0.0","0.0","2268000.0","2360000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","General Fund","General State Charges","State Operations Account","10050","State Purposes","1500000.0","1500000.0","1487000.0","1487000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","6066000.0","6066000.0","5328000.0","5328000.0","5328000.0","5328000.0","4188000.0","3188000.0","188000.0","188000.0","463000.0","463000.0","407000.0","429000.0","694000.0","581000.0","2313000.0","2097000.0","2000000.0","7986000.0","8350000.0","9050000.0","7400000.0","7471000.0","7550000.0","7552000.0","3972000.0","3962000.0","1972000.0","1972000.0","2944000.0","3166000.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","General Fund","Personal Service","State Operations Account","10050","State Purposes","2838000.0","3838000.0","8829000.0","8742000.0","7125000.0","7220000.0","5500000.0","5595000.0","2548000.0","2548000.0","2548000.0","2548000.0","2522000.0","2500000.0","2849000.0","2890000.0","3090000.0","4357000.0","4426000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Special Revenue Funds - Other","Fringe Benefits","US Olympic Committee/Lake Placid OlympicTraining Fund","23501","Lk Placid Train","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31000.0","0.0","0.0","20000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Special Revenue Funds - Other","Indirect Costs","US Olympic Committee/Lake Placid OlympicTraining Fund","23501","Lk Placid Train","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Special Revenue Funds - Other","Non-Personal Service","US Olympic Committee/Lake Placid OlympicTraining Fund","23501","Lk Placid Train","75000.0","75000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35000.0","0.0","12000.0","0.0","49000.0","61000.0","36000.0","43000.0","45000.0","165000.0","200000.0","200000.0","159000.0","140000.0","113000.0","119000.0","97000.0","113000.0","119000.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Special Revenue Funds - Other","Personal Service","US Olympic Committee/Lake Placid OlympicTraining Fund","23501","Lk Placid Train","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45000.0","0.0","11000.0","0.0","0.0","0.0","0.0","12000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Special Revenue Funds - Other","Non-Personal Service","Winter Sports Education Trust Fund","21700","Wintr Sports Ed","75000.0","75000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1182000.0","2000.0","4000.0","2000.0","2000.0","21000.0","22000.0","99000.0","0.0","32000.0","15000.0","15000.0","66000.0","121000.0","200000.0","100000.0","100000.0","2587000.0","214000.0","187000.0"
"Economic Development and Government Oversight","Olympic Regional Development Authority","Special Revenue Funds - Other","Personal Service","Winter Sports Education Trust Fund","21700","Wintr Sports Ed","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Power Authority, New York","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","30000","Capital Project","0.0","1500000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"Economic Development and Government Oversight","Power Authority, New York","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","300CC","CPF - Auth Bond","0.0","0.0","0.0","80000.0","214000.0","11052000.0","9814000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Power Authority, New York","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","300CC","CPF - Auth Bond","63000000.0","13000000.0","150000.0","1229000.0","1126000.0","745000.0","502000.0","1346000.0","160000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Power Authority, New York","Capital Projects Funds - Other","Assistance and Grants","New York State Canal System Development Fund","30300","NYSCSDF","0.0","0.0","7132000.0","2155000.0","2088000.0","0.0","0.0","0.0","83000.0","1916000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Power Authority, New York","Capital Projects Funds - Other","Capital Projects","New York State Canal System Development Fund","30300","NYSCSDF","2200000.0","2200000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"Economic Development and Government Oversight","Public Service Department","General Fund","Assistance and Grants","Local Assistance Account","10000","Local Assistnce","15000000.0","51348000.0","148652000.0","250000000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Assistance and Grants","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","4648000.0","0.0","0.0","5000.0","159000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","921000.0","781000.0","0.0","2617000.0","651000.0","1039000.0","795000.0","1233000.0","1788000.0","1640000.0","547000.0","1003000.0","583000.0","545000.0","793000.0","586000.0","484000.0","394000.0","479000.0","193000.0","582000.0","370000.0","284000.0","289000.0","136000.0","307000.0","80000.0","193000.0","201000.0","205000.0","162000.0","50000.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Indirect Costs","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","66000.0","59000.0","0.0","142000.0","19000.0","37000.0","54000.0","50000.0","60000.0","26000.0","7000.0","11000.0","14000.0","-6000.0","30000.0","48000.0","48000.0","67000.0","28000.0","10000.0","3000.0","2000.0","6000.0","7000.0","0.0","57000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","64000.0","34000.0","947000.0","320000.0","626000.0","9000.0","223000.0","484000.0","638000.0","310000.0","124000.0","111000.0","223000.0","48000.0","147000.0","77000.0","80000.0","154000.0","147000.0","145000.0","201000.0","158000.0","207000.0","269000.0","465000.0","150000.0","139000.0","265000.0","330000.0","249000.0","480000.0","68000.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","1427000.0","1202000.0","1000000.0","4127000.0","1053000.0","1755000.0","1540000.0","1307000.0","1609000.0","1433000.0","1934000.0","1381000.0","955000.0","1502000.0","1151000.0","1366000.0","1063000.0","928000.0","956000.0","747000.0","1102000.0","946000.0","781000.0","704000.0","764000.0","1199000.0","80000.0","755000.0","1042000.0","450000.0","538000.0","293000.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","253FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58000.0","194000.0","97000.0","19000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Indirect Costs","Federal Miscellaneous Operating Grants Fund","253FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1000.0","2000.0","0.0","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","253FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54000.0","32000.0","9000.0","0.0","13000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","253FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","104000.0","155000.0","208000.0","167000.0","122000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","93000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","160000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Other","Assistance and Grants","Miscellaneous State Special Revenue","21901","Article VII Int","133000.0","131000.0","279000.0","316000.0","877000.0","1448000.0","1341000.0","218000.0","102000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","21901","Article VII Int","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1000.0","213000.0","0.0","0.0","0.0","0.0","0.0","57000.0","343000.0","480000.0","791000.0","715000.0","166000.0","121000.0","16000.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","21971","Cable TV Accnt","945000.0","945000.0","907000.0","645000.0","721000.0","730000.0","775000.0","1025000.0","816000.0","775000.0","754000.0","602000.0","828000.0","608000.0","777000.0","840000.0","966000.0","781000.0","771000.0","708000.0","661000.0","739000.0","512000.0","683000.0","477000.0","555000.0","511000.0","557000.0","611000.0","525000.0","850000.0","650000.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","21971","Cable TV Accnt","50000.0","50000.0","37000.0","31000.0","32000.0","33000.0","42000.0","44000.0","36000.0","35000.0","35000.0","33000.0","46000.0","33000.0","55000.0","54000.0","79000.0","68000.0","62000.0","56000.0","57000.0","72000.0","59000.0","63000.0","0.0","61000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Economic Development and Government Oversight","Public Service Department","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","21971","Cable TV Accnt","109000.0","109000.0","7000.0","47000.0","362000.0","76000.0","93000.0","107000.0","100000.0","68000.0","20000.0","64000.0","54000.0","75000.0","100000.0","563000.0","119000.0","666000.0","728000.0","827000.0","751000.0","357000.0","277000.0","676000.0","878000.0","775000.0","981000.0","800000.0","1176000.0","851000.0","837000.0","1687000.0"
